date,time,weekday,os,country,page
2021-10-08,18:00:00,Friday,Mac,United States,Checkout
2021-10-08,18:00:00,Friday,Android,Brazil,Checkout
2021-10-08,18:00:00,Friday,iOS,United States,Landing
2021-10-08,18:00:00,Friday,Windows,United States,Shopping Cart
2021-10-08,18:00:00,Friday,Mac,Australia,Detail
2021-10-08,18:00:00,Friday,Windows,United Kingdom,Landing
2021-10-08,18:00:00,Friday,Windows,United States,Order completed
2021-10-08,18:00:00,Friday,Android,New Zealand,Shopping Cart
2021-10-08,18:00:00,Friday,Android,United States,Landing
2021-10-08,18:00:00,Friday,iOS,Canada,Order completed
2021-10-08,18:00:00,Friday,iOS,New Zealand,Landing
2021-10-08,18:00:00,Friday,Mac,United States,Landing
2021-10-08,18:00:00,Friday,Mac,Canada,Landing
2021-10-08,18:00:00,Friday,iOS,United Kingdom,Landing
2021-10-08,18:00:00,Friday,Mac,Australia,Landing
2021-10-08,18:00:00,Friday,Android,United Kingdom,Landing
2021-10-08,18:00:00,Friday,Mac,United States,Landing
2021-10-08,18:00:00,Friday,Windows,United Kingdom,Landing
2021-10-08,18:00:00,Friday,Windows,United States,Order completed
2021-10-08,18:00:00,Friday,Mac,United States,Landing
2021-10-08,18:00:00,Friday,Android,United States,Landing
2021-10-08,18:00:00,Friday,Android,United States,Landing
2021-10-08,18:00:00,Friday,Android,United States,Landing
2021-10-08,18:00:00,Friday,Mac,Russia,Landing
2021-10-08,18:00:00,Friday,Android,United States,Landing
2021-10-08,18:00:00,Friday,Windows,United States,Shopping Cart
2021-10-08,19:00:00,Friday,Mac,New Zealand,Shopping Cart
2021-10-08,19:00:00,Friday,Windows,Canada,Detail
2021-10-08,19:00:00,Friday,Android,Russia,Checkout
2021-10-08,19:00:00,Friday,Mac,Germany,Checkout
2021-10-08,19:00:00,Friday,Windows,Canada,Landing
2021-10-08,19:00:00,Friday,Windows,Australia,Landing
2021-10-08,19:00:00,Friday,Mac,United States,Checkout
2021-10-08,19:00:00,Friday,Android,United States,Landing
2021-10-08,19:00:00,Friday,Windows,Brazil,Landing
2021-10-08,19:00:00,Friday,Android,United States,Detail
2021-10-08,19:00:00,Friday,Linux,Canada,Detail
2021-10-08,20:00:00,Friday,Mac,New Zealand,Checkout
2021-10-08,20:00:00,Friday,Mac,United States,Shopping Cart
2021-10-08,20:00:00,Friday,Mac,Germany,Detail
2021-10-08,20:00:00,Friday,Windows,Australia,Detail
2021-10-08,20:00:00,Friday,Mac,United Kingdom,Order completed
2021-10-08,20:00:00,Friday,Mac,Germany,Landing
2021-10-08,20:00:00,Friday,Mac,United States,Landing
2021-10-08,20:00:00,Friday,iOS,United Kingdom,Landing
2021-10-08,20:00:00,Friday,Android,New Zealand,Landing
2021-10-08,20:00:00,Friday,Linux,United States,Landing
2021-10-08,21:00:00,Friday,Windows,United States,Landing
2021-10-08,21:00:00,Friday,Android,Russia,Landing
2021-10-08,21:00:00,Friday,Windows,United Kingdom,Detail
2021-10-08,21:00:00,Friday,Windows,Canada,Landing
2021-10-08,21:00:00,Friday,Mac,United States,Landing
2021-10-08,21:00:00,Friday,Mac,Canada,Landing
2021-10-08,21:00:00,Friday,Windows,United States,Landing
2021-10-08,21:00:00,Friday,Android,United States,Landing
2021-10-08,21:00:00,Friday,Windows,Australia,Landing
2021-10-08,21:00:00,Friday,Windows,Australia,Shopping Cart
2021-10-08,22:00:00,Friday,Mac,United States,Landing
2021-10-08,22:00:00,Friday,Windows,Canada,Checkout
2021-10-08,22:00:00,Friday,Mac,United Kingdom,Landing
2021-10-08,22:00:00,Friday,Windows,United States,Landing
2021-10-08,22:00:00,Friday,iOS,New Zealand,Detail
2021-10-08,22:00:00,Friday,Windows,United States,Shopping Cart
2021-10-08,22:00:00,Friday,Linux,Australia,Landing
2021-10-08,22:00:00,Friday,Windows,United States,Shopping Cart
2021-10-08,22:00:00,Friday,Android,United Kingdom,Detail
2021-10-08,23:00:00,Friday,iOS,United States,Checkout
2021-10-08,23:00:00,Friday,Mac,United States,Landing
2021-10-08,23:00:00,Friday,Android,Canada,Landing
2021-10-08,23:00:00,Friday,iOS,United States,Landing
2021-10-08,23:00:00,Friday,Android,United States,Landing
2021-10-08,23:00:00,Friday,Windows,United States,Order completed
2021-10-08,23:00:00,Friday,Windows,United States,Landing
2021-10-08,23:00:00,Friday,Android,Canada,Checkout
2021-10-08,23:00:00,Friday,Windows,United Kingdom,Landing
2021-10-08,23:00:00,Friday,Android,United States,Landing
2021-10-08,23:00:00,Friday,Android,Canada,Detail
2021-10-09,00:00:00,Saturday,Mac,New Zealand,Shopping Cart
2021-10-09,00:00:00,Saturday,Windows,United States,Detail
2021-10-09,00:00:00,Saturday,iOS,New Zealand,Checkout
2021-10-09,00:00:00,Saturday,Mac,United States,Checkout
2021-10-09,00:00:00,Saturday,Android,United States,Landing
2021-10-09,00:00:00,Saturday,Mac,United Kingdom,Shopping Cart
2021-10-09,00:00:00,Saturday,Windows,Canada,Landing
2021-10-09,00:00:00,Saturday,Mac,Canada,Shopping Cart
2021-10-09,00:00:00,Saturday,iOS,Australia,Checkout
2021-10-09,00:00:00,Saturday,iOS,Brazil,Shopping Cart
2021-10-09,01:00:00,Saturday,Windows,Australia,Landing
2021-10-09,01:00:00,Saturday,Android,Australia,Order completed
2021-10-09,01:00:00,Saturday,iOS,New Zealand,Detail
2021-10-09,01:00:00,Saturday,Windows,United States,Landing
2021-10-09,01:00:00,Saturday,Windows,Australia,Landing
2021-10-09,01:00:00,Saturday,Android,United States,Checkout
2021-10-09,01:00:00,Saturday,Linux,Canada,Landing
2021-10-09,01:00:00,Saturday,Mac,United Kingdom,Shopping Cart
2021-10-09,01:00:00,Saturday,Android,United Kingdom,Detail
2021-10-09,02:00:00,Saturday,iOS,Brazil,Landing
2021-10-09,02:00:00,Saturday,Android,Australia,Shopping Cart
2021-10-09,02:00:00,Saturday,Windows,Canada,Shopping Cart
2021-10-09,02:00:00,Saturday,iOS,Canada,Landing
2021-10-09,02:00:00,Saturday,Windows,United States,Landing
2021-10-09,02:00:00,Saturday,Mac,United States,Landing
2021-10-09,02:00:00,Saturday,Linux,United States,Order completed
2021-10-09,02:00:00,Saturday,Mac,United Kingdom,Landing
2021-10-09,02:00:00,Saturday,Windows,Australia,Detail
2021-10-09,02:00:00,Saturday,Windows,Canada,Checkout
2021-10-09,02:00:00,Saturday,Windows,New Zealand,Checkout
2021-10-09,02:00:00,Saturday,Mac,United Kingdom,Checkout
2021-10-09,02:00:00,Saturday,Android,United States,Shopping Cart
2021-10-09,03:00:00,Saturday,Mac,Canada,Detail
2021-10-09,03:00:00,Saturday,iOS,United States,Detail
2021-10-09,03:00:00,Saturday,Android,United States,Shopping Cart
2021-10-09,03:00:00,Saturday,Windows,Brazil,Landing
2021-10-09,03:00:00,Saturday,Linux,Canada,Landing
2021-10-09,03:00:00,Saturday,Windows,United States,Detail
2021-10-09,03:00:00,Saturday,Windows,United States,Detail
2021-10-09,03:00:00,Saturday,Windows,United States,Landing
2021-10-09,03:00:00,Saturday,Windows,New Zealand,Landing
2021-10-09,03:00:00,Saturday,Windows,United States,Landing
2021-10-09,03:00:00,Saturday,Linux,Canada,Landing
2021-10-09,03:00:00,Saturday,Windows,Canada,Landing
2021-10-09,04:00:00,Saturday,Android,Canada,Detail
2021-10-09,04:00:00,Saturday,Android,Germany,Landing
2021-10-09,04:00:00,Saturday,Android,United States,Landing
2021-10-09,04:00:00,Saturday,iOS,Canada,Detail
2021-10-09,04:00:00,Saturday,Windows,Australia,Order completed
2021-10-09,04:00:00,Saturday,Android,United States,Landing
2021-10-09,05:00:00,Saturday,iOS,United Kingdom,Landing
2021-10-09,05:00:00,Saturday,Windows,Canada,Landing
2021-10-09,05:00:00,Saturday,Windows,United States,Checkout
2021-10-09,05:00:00,Saturday,iOS,United Kingdom,Landing
2021-10-09,05:00:00,Saturday,Android,United States,Shopping Cart
2021-10-09,05:00:00,Saturday,Mac,Canada,Landing
2021-10-09,05:00:00,Saturday,Windows,United Kingdom,Landing
2021-10-09,06:00:00,Saturday,Android,United States,Detail
2021-10-09,06:00:00,Saturday,Windows,Australia,Shopping Cart
2021-10-09,06:00:00,Saturday,Mac,Canada,Landing
2021-10-09,06:00:00,Saturday,Windows,Brazil,Landing
2021-10-09,06:00:00,Saturday,Mac,Germany,Landing
2021-10-09,06:00:00,Saturday,Mac,United States,Order completed
2021-10-09,06:00:00,Saturday,Android,United States,Landing
2021-10-09,06:00:00,Saturday,Windows,Germany,Landing
2021-10-09,06:00:00,Saturday,Mac,United Kingdom,Shopping Cart
2021-10-09,06:00:00,Saturday,Windows,New Zealand,Shopping Cart
2021-10-09,06:00:00,Saturday,Mac,United States,Landing
2021-10-09,06:00:00,Saturday,Mac,United States,Checkout
2021-10-09,06:00:00,Saturday,Windows,United States,Landing
2021-10-09,07:00:00,Saturday,Android,United States,Detail
2021-10-09,07:00:00,Saturday,Linux,Russia,Shopping Cart
2021-10-09,07:00:00,Saturday,Linux,Australia,Detail
2021-10-09,07:00:00,Saturday,Android,New Zealand,Checkout
2021-10-09,07:00:00,Saturday,Android,New Zealand,Landing
2021-10-09,07:00:00,Saturday,Windows,Australia,Landing
2021-10-09,07:00:00,Saturday,Mac,Canada,Detail
2021-10-09,07:00:00,Saturday,Windows,Canada,Shopping Cart
2021-10-09,08:00:00,Saturday,Android,New Zealand,Shopping Cart
2021-10-09,08:00:00,Saturday,Windows,Canada,Landing
2021-10-09,08:00:00,Saturday,Windows,Brazil,Detail
2021-10-09,08:00:00,Saturday,Android,Canada,Shopping Cart
2021-10-09,08:00:00,Saturday,Android,New Zealand,Detail
2021-10-09,08:00:00,Saturday,Windows,Australia,Order completed
2021-10-09,08:00:00,Saturday,Mac,New Zealand,Checkout
2021-10-09,08:00:00,Saturday,Mac,United Kingdom,Checkout
2021-10-09,08:00:00,Saturday,Mac,Brazil,Shopping Cart
2021-10-09,08:00:00,Saturday,Android,New Zealand,Landing
2021-10-09,09:00:00,Saturday,Windows,United Kingdom,Detail
2021-10-09,09:00:00,Saturday,Windows,United Kingdom,Shopping Cart
2021-10-09,09:00:00,Saturday,Windows,Germany,Landing
2021-10-09,09:00:00,Saturday,iOS,Canada,Order completed
2021-10-09,09:00:00,Saturday,Android,Mexico,Landing
2021-10-09,09:00:00,Saturday,Mac,Canada,Landing
2021-10-09,09:00:00,Saturday,iOS,United Kingdom,Checkout
2021-10-09,10:00:00,Saturday,Windows,United States,Order completed
2021-10-09,10:00:00,Saturday,iOS,United Kingdom,Landing
2021-10-09,10:00:00,Saturday,Windows,United States,Detail
2021-10-09,10:00:00,Saturday,iOS,Australia,Detail
2021-10-09,10:00:00,Saturday,Android,Brazil,Landing
2021-10-09,10:00:00,Saturday,Android,United Kingdom,Detail
2021-10-09,10:00:00,Saturday,Windows,United Kingdom,Landing
2021-10-09,10:00:00,Saturday,Mac,Australia,Landing
2021-10-09,10:00:00,Saturday,Windows,Brazil,Detail
2021-10-09,10:00:00,Saturday,iOS,Canada,Landing
2021-10-09,10:00:00,Saturday,Mac,United States,Shopping Cart
2021-10-09,10:00:00,Saturday,Mac,Russia,Detail
2021-10-09,10:00:00,Saturday,Android,Canada,Order completed
2021-10-09,11:00:00,Saturday,Windows,United Kingdom,Landing
2021-10-09,11:00:00,Saturday,iOS,Canada,Landing
2021-10-09,11:00:00,Saturday,Mac,Australia,Shopping Cart
2021-10-09,11:00:00,Saturday,Mac,Canada,Landing
2021-10-09,11:00:00,Saturday,Android,United States,Detail
2021-10-09,11:00:00,Saturday,Android,United States,Checkout
2021-10-09,11:00:00,Saturday,iOS,Mexico,Detail
2021-10-09,11:00:00,Saturday,Windows,Australia,Landing
2021-10-09,11:00:00,Saturday,Windows,United States,Landing
2021-10-09,11:00:00,Saturday,Android,United Kingdom,Landing
2021-10-09,11:00:00,Saturday,Linux,Canada,Order completed
2021-10-09,11:00:00,Saturday,Android,United States,Checkout
2021-10-09,11:00:00,Saturday,iOS,Canada,Landing
2021-10-09,12:00:00,Saturday,Windows,United States,Landing
2021-10-09,12:00:00,Saturday,Mac,New Zealand,Order completed
2021-10-09,12:00:00,Saturday,Android,Canada,Landing
2021-10-09,12:00:00,Saturday,Mac,United Kingdom,Landing
2021-10-09,12:00:00,Saturday,Android,New Zealand,Detail
2021-10-09,12:00:00,Saturday,Windows,Canada,Landing
2021-10-09,12:00:00,Saturday,Windows,United States,Landing
2021-10-09,12:00:00,Saturday,Windows,Brazil,Landing
2021-10-09,12:00:00,Saturday,Windows,Brazil,Checkout
2021-10-09,12:00:00,Saturday,Android,New Zealand,Landing
2021-10-09,13:00:00,Saturday,Windows,Mexico,Detail
2021-10-09,13:00:00,Saturday,Mac,United States,Shopping Cart
2021-10-09,13:00:00,Saturday,Mac,Australia,Landing
2021-10-09,13:00:00,Saturday,Linux,Canada,Landing
2021-10-09,13:00:00,Saturday,Android,United States,Detail
2021-10-09,13:00:00,Saturday,Linux,United Kingdom,Landing
2021-10-09,13:00:00,Saturday,Android,United States,Landing
2021-10-09,13:00:00,Saturday,Android,United States,Landing
2021-10-09,14:00:00,Saturday,Windows,Australia,Landing
2021-10-09,14:00:00,Saturday,Android,Brazil,Landing
2021-10-09,14:00:00,Saturday,Windows,United States,Landing
2021-10-09,14:00:00,Saturday,Windows,United States,Checkout
2021-10-09,14:00:00,Saturday,iOS,Russia,Landing
2021-10-09,14:00:00,Saturday,Android,Australia,Detail
2021-10-09,14:00:00,Saturday,Android,United States,Landing
2021-10-09,14:00:00,Saturday,Mac,Australia,Shopping Cart
2021-10-09,14:00:00,Saturday,Mac,Canada,Landing
2021-10-09,14:00:00,Saturday,Mac,New Zealand,Detail
2021-10-09,14:00:00,Saturday,Mac,Canada,Shopping Cart
2021-10-09,14:00:00,Saturday,Android,United Kingdom,Landing
2021-10-09,14:00:00,Saturday,Mac,Australia,Landing
2021-10-09,14:00:00,Saturday,iOS,United States,Landing
2021-10-09,14:00:00,Saturday,Android,Russia,Landing
2021-10-09,14:00:00,Saturday,Windows,United Kingdom,Landing
2021-10-09,14:00:00,Saturday,Mac,United States,Shopping Cart
2021-10-09,14:00:00,Saturday,Android,Canada,Landing
2021-10-09,15:00:00,Saturday,Windows,United States,Landing
2021-10-09,15:00:00,Saturday,iOS,Canada,Detail
2021-10-09,15:00:00,Saturday,Windows,United States,Shopping Cart
2021-10-09,15:00:00,Saturday,Android,United States,Shopping Cart
2021-10-09,15:00:00,Saturday,Windows,United States,Checkout
2021-10-09,15:00:00,Saturday,iOS,Australia,Landing
2021-10-09,15:00:00,Saturday,Mac,United States,Detail
2021-10-09,15:00:00,Saturday,Windows,United Kingdom,Checkout
2021-10-09,15:00:00,Saturday,Linux,New Zealand,Landing
2021-10-09,15:00:00,Saturday,Android,United States,Landing
2021-10-09,15:00:00,Saturday,iOS,United States,Checkout
2021-10-09,15:00:00,Saturday,Mac,Canada,Landing
2021-10-09,15:00:00,Saturday,Windows,United States,Checkout
2021-10-09,15:00:00,Saturday,Mac,Canada,Detail
2021-10-09,15:00:00,Saturday,Windows,Australia,Landing
2021-10-09,15:00:00,Saturday,Android,Canada,Shopping Cart
2021-10-09,15:00:00,Saturday,Mac,Canada,Detail
2021-10-09,15:00:00,Saturday,iOS,Australia,Detail
2021-10-09,15:00:00,Saturday,Android,United Kingdom,Landing
2021-10-09,15:00:00,Saturday,Windows,United States,Order completed
2021-10-09,16:00:00,Saturday,Android,Australia,Landing
2021-10-09,16:00:00,Saturday,Android,New Zealand,Landing
2021-10-09,16:00:00,Saturday,Windows,New Zealand,Landing
2021-10-09,16:00:00,Saturday,Windows,Canada,Landing
2021-10-09,16:00:00,Saturday,Windows,United States,Landing
2021-10-09,16:00:00,Saturday,Windows,Australia,Landing
2021-10-09,16:00:00,Saturday,Android,Australia,Landing
2021-10-09,16:00:00,Saturday,Windows,Brazil,Detail
2021-10-09,16:00:00,Saturday,Windows,United States,Detail
2021-10-09,16:00:00,Saturday,iOS,Canada,Landing
2021-10-09,16:00:00,Saturday,Windows,Australia,Checkout
2021-10-09,16:00:00,Saturday,iOS,Russia,Landing
2021-10-09,16:00:00,Saturday,Android,United States,Order completed
2021-10-09,16:00:00,Saturday,Mac,United States,Landing
2021-10-09,16:00:00,Saturday,iOS,United Kingdom,Detail
2021-10-09,16:00:00,Saturday,iOS,United Kingdom,Shopping Cart
2021-10-09,16:00:00,Saturday,Windows,Canada,Landing
2021-10-09,16:00:00,Saturday,Mac,Australia,Detail
2021-10-09,16:00:00,Saturday,Android,Canada,Shopping Cart
2021-10-09,16:00:00,Saturday,Windows,New Zealand,Detail
2021-10-09,17:00:00,Saturday,Mac,United States,Checkout
2021-10-09,17:00:00,Saturday,Mac,United States,Landing
2021-10-09,17:00:00,Saturday,Android,Canada,Checkout
2021-10-09,17:00:00,Saturday,Mac,Canada,Landing
2021-10-09,17:00:00,Saturday,Android,United Kingdom,Landing
2021-10-09,17:00:00,Saturday,Windows,United States,Landing
2021-10-09,17:00:00,Saturday,Android,United States,Landing
2021-10-09,17:00:00,Saturday,Mac,Australia,Detail
2021-10-09,17:00:00,Saturday,Mac,United States,Landing
2021-10-09,17:00:00,Saturday,Windows,Australia,Landing
2021-10-09,17:00:00,Saturday,Windows,Australia,Landing
2021-10-09,17:00:00,Saturday,Windows,Russia,Detail
2021-10-09,17:00:00,Saturday,iOS,United States,Landing
2021-10-09,17:00:00,Saturday,Android,United States,Shopping Cart
2021-10-09,17:00:00,Saturday,Mac,United Kingdom,Detail
2021-10-09,17:00:00,Saturday,Mac,Mexico,Checkout
2021-10-09,17:00:00,Saturday,Windows,Canada,Landing
2021-10-09,17:00:00,Saturday,Windows,Canada,Landing
2021-10-09,17:00:00,Saturday,Windows,United Kingdom,Shopping Cart
2021-10-09,17:00:00,Saturday,Android,United States,Shopping Cart
2021-10-09,17:00:00,Saturday,Windows,Brazil,Detail
2021-10-09,18:00:00,Saturday,Linux,Canada,Detail
2021-10-09,18:00:00,Saturday,Windows,United Kingdom,Order completed
2021-10-09,18:00:00,Saturday,Windows,New Zealand,Checkout
2021-10-09,18:00:00,Saturday,Windows,Brazil,Landing
2021-10-09,18:00:00,Saturday,Android,Canada,Landing
2021-10-09,18:00:00,Saturday,Android,United States,Order completed
2021-10-09,18:00:00,Saturday,Mac,New Zealand,Landing
2021-10-09,18:00:00,Saturday,Linux,New Zealand,Landing
2021-10-09,18:00:00,Saturday,Android,United States,Checkout
2021-10-09,18:00:00,Saturday,Mac,New Zealand,Checkout
2021-10-09,18:00:00,Saturday,Android,United States,Shopping Cart
2021-10-09,18:00:00,Saturday,Android,United States,Detail
2021-10-09,18:00:00,Saturday,Mac,Brazil,Landing
2021-10-09,18:00:00,Saturday,Windows,Canada,Shopping Cart
2021-10-09,18:00:00,Saturday,Windows,United States,Detail
2021-10-09,18:00:00,Saturday,Windows,Canada,Order completed
2021-10-09,18:00:00,Saturday,Windows,United Kingdom,Landing
2021-10-09,18:00:00,Saturday,Mac,Australia,Detail
2021-10-09,18:00:00,Saturday,Windows,Australia,Detail
2021-10-09,18:00:00,Saturday,Mac,Australia,Order completed
2021-10-09,18:00:00,Saturday,Android,United Kingdom,Order completed
2021-10-09,18:00:00,Saturday,Mac,Canada,Shopping Cart
2021-10-09,18:00:00,Saturday,Windows,United States,Landing
2021-10-09,18:00:00,Saturday,Android,United States,Landing
2021-10-09,18:00:00,Saturday,Mac,Canada,Landing
2021-10-09,18:00:00,Saturday,Windows,United States,Shopping Cart
2021-10-09,18:00:00,Saturday,Windows,Canada,Detail
2021-10-09,18:00:00,Saturday,Android,Brazil,Checkout
2021-10-09,18:00:00,Saturday,Android,United Kingdom,Detail
2021-10-09,18:00:00,Saturday,Android,United States,Detail
2021-10-09,19:00:00,Saturday,Mac,Canada,Landing
2021-10-09,19:00:00,Saturday,Windows,Brazil,Order completed
2021-10-09,19:00:00,Saturday,Android,United States,Landing
2021-10-09,19:00:00,Saturday,Windows,United Kingdom,Landing
2021-10-09,19:00:00,Saturday,Windows,United States,Landing
2021-10-09,19:00:00,Saturday,Mac,United Kingdom,Landing
2021-10-09,19:00:00,Saturday,Windows,Australia,Landing
2021-10-09,19:00:00,Saturday,Mac,Australia,Detail
2021-10-09,19:00:00,Saturday,Android,Australia,Checkout
2021-10-09,19:00:00,Saturday,iOS,United States,Landing
2021-10-09,19:00:00,Saturday,iOS,Canada,Landing
2021-10-09,19:00:00,Saturday,Android,United States,Detail
2021-10-09,19:00:00,Saturday,Windows,United Kingdom,Landing
2021-10-09,19:00:00,Saturday,Mac,United States,Landing
2021-10-09,19:00:00,Saturday,Linux,United Kingdom,Detail
2021-10-09,19:00:00,Saturday,Mac,Australia,Landing
2021-10-09,19:00:00,Saturday,Mac,Germany,Landing
2021-10-09,19:00:00,Saturday,Windows,Canada,Landing
2021-10-09,19:00:00,Saturday,Mac,United States,Landing
2021-10-09,19:00:00,Saturday,Android,United Kingdom,Detail
2021-10-09,19:00:00,Saturday,Windows,Australia,Shopping Cart
2021-10-09,19:00:00,Saturday,Android,Canada,Checkout
2021-10-09,19:00:00,Saturday,Android,Canada,Landing
2021-10-09,19:00:00,Saturday,Windows,Australia,Landing
2021-10-09,19:00:00,Saturday,iOS,United States,Shopping Cart
2021-10-09,19:00:00,Saturday,Windows,United States,Landing
2021-10-09,19:00:00,Saturday,Windows,United Kingdom,Landing
2021-10-09,19:00:00,Saturday,Android,United States,Detail
2021-10-09,20:00:00,Saturday,Android,Canada,Order completed
2021-10-09,20:00:00,Saturday,Mac,Brazil,Order completed
2021-10-09,20:00:00,Saturday,Windows,Australia,Shopping Cart
2021-10-09,20:00:00,Saturday,Windows,Germany,Checkout
2021-10-09,20:00:00,Saturday,Android,United States,Landing
2021-10-09,20:00:00,Saturday,Android,Canada,Landing
2021-10-09,20:00:00,Saturday,iOS,New Zealand,Landing
2021-10-09,20:00:00,Saturday,Mac,Australia,Landing
2021-10-09,20:00:00,Saturday,Mac,Canada,Shopping Cart
2021-10-09,20:00:00,Saturday,Android,Canada,Landing
2021-10-09,20:00:00,Saturday,iOS,New Zealand,Checkout
2021-10-09,20:00:00,Saturday,Windows,Canada,Shopping Cart
2021-10-09,20:00:00,Saturday,Windows,United States,Detail
2021-10-09,20:00:00,Saturday,Android,United States,Landing
2021-10-09,20:00:00,Saturday,Mac,New Zealand,Checkout
2021-10-09,21:00:00,Saturday,Windows,Canada,Landing
2021-10-09,21:00:00,Saturday,Windows,United Kingdom,Detail
2021-10-09,21:00:00,Saturday,Windows,United States,Landing
2021-10-09,21:00:00,Saturday,Android,Australia,Detail
2021-10-09,21:00:00,Saturday,Windows,United States,Detail
2021-10-09,21:00:00,Saturday,Android,United States,Landing
2021-10-09,21:00:00,Saturday,Android,Brazil,Landing
2021-10-09,21:00:00,Saturday,Android,United States,Landing
2021-10-09,21:00:00,Saturday,Android,United States,Landing
2021-10-09,21:00:00,Saturday,Windows,United States,Landing
2021-10-09,21:00:00,Saturday,Windows,United Kingdom,Landing
2021-10-09,22:00:00,Saturday,Mac,Canada,Shopping Cart
2021-10-09,22:00:00,Saturday,Windows,New Zealand,Order completed
2021-10-09,22:00:00,Saturday,Linux,United States,Landing
2021-10-09,22:00:00,Saturday,Windows,Canada,Shopping Cart
2021-10-09,22:00:00,Saturday,Windows,United States,Detail
2021-10-09,22:00:00,Saturday,Windows,Australia,Landing
2021-10-09,22:00:00,Saturday,Mac,United Kingdom,Landing
2021-10-09,22:00:00,Saturday,Mac,Canada,Detail
2021-10-09,23:00:00,Saturday,Android,United Kingdom,Landing
2021-10-09,23:00:00,Saturday,Windows,United States,Detail
2021-10-09,23:00:00,Saturday,Android,Brazil,Detail
2021-10-09,23:00:00,Saturday,Android,Canada,Landing
2021-10-09,23:00:00,Saturday,iOS,United States,Shopping Cart
2021-10-09,23:00:00,Saturday,Mac,Australia,Checkout
2021-10-09,23:00:00,Saturday,Android,United Kingdom,Landing
2021-10-09,23:00:00,Saturday,Windows,New Zealand,Landing
2021-10-09,23:00:00,Saturday,Mac,Canada,Landing
2021-10-09,23:00:00,Saturday,Windows,Australia,Detail
2021-10-10,00:00:00,Sunday,Mac,United States,Order completed
2021-10-10,00:00:00,Sunday,Windows,Russia,Detail
2021-10-10,01:00:00,Sunday,Windows,Canada,Checkout
2021-10-10,01:00:00,Sunday,Windows,Brazil,Shopping Cart
2021-10-10,01:00:00,Sunday,Android,Mexico,Shopping Cart
2021-10-10,01:00:00,Sunday,Windows,United Kingdom,Order completed
2021-10-10,01:00:00,Sunday,Mac,United States,Landing
2021-10-10,02:00:00,Sunday,Android,Canada,Order completed
2021-10-10,02:00:00,Sunday,Mac,United States,Landing
2021-10-10,02:00:00,Sunday,Linux,Australia,Detail
2021-10-10,02:00:00,Sunday,Mac,United States,Landing
2021-10-10,02:00:00,Sunday,Mac,Canada,Landing
2021-10-10,02:00:00,Sunday,iOS,United Kingdom,Detail
2021-10-10,03:00:00,Sunday,Mac,Canada,Checkout
2021-10-10,03:00:00,Sunday,Linux,New Zealand,Order completed
2021-10-10,03:00:00,Sunday,Mac,Canada,Landing
2021-10-10,03:00:00,Sunday,Windows,United Kingdom,Detail
2021-10-10,03:00:00,Sunday,Windows,Canada,Checkout
2021-10-10,03:00:00,Sunday,Android,Australia,Detail
2021-10-10,03:00:00,Sunday,Mac,Brazil,Checkout
2021-10-10,03:00:00,Sunday,Android,Australia,Landing
2021-10-10,03:00:00,Sunday,Windows,United States,Landing
2021-10-10,04:00:00,Sunday,Windows,United States,Checkout
2021-10-10,04:00:00,Sunday,Windows,United States,Landing
2021-10-10,04:00:00,Sunday,Android,United States,Landing
2021-10-10,04:00:00,Sunday,Windows,Australia,Detail
2021-10-10,04:00:00,Sunday,Mac,Canada,Landing
2021-10-10,04:00:00,Sunday,Mac,Canada,Checkout
2021-10-10,04:00:00,Sunday,Android,United Kingdom,Detail
2021-10-10,04:00:00,Sunday,Android,United States,Landing
2021-10-10,04:00:00,Sunday,Windows,United States,Landing
2021-10-10,04:00:00,Sunday,iOS,United States,Landing
2021-10-10,04:00:00,Sunday,iOS,Canada,Detail
2021-10-10,04:00:00,Sunday,Windows,United States,Landing
2021-10-10,04:00:00,Sunday,Windows,Brazil,Detail
2021-10-10,05:00:00,Sunday,Windows,Canada,Landing
2021-10-10,05:00:00,Sunday,iOS,United States,Order completed
2021-10-10,05:00:00,Sunday,Windows,Australia,Landing
2021-10-10,05:00:00,Sunday,Windows,Canada,Landing
2021-10-10,05:00:00,Sunday,Windows,Australia,Detail
2021-10-10,05:00:00,Sunday,Windows,Brazil,Landing
2021-10-10,05:00:00,Sunday,Windows,United States,Shopping Cart
2021-10-10,05:00:00,Sunday,Mac,Canada,Shopping Cart
2021-10-10,05:00:00,Sunday,Windows,Canada,Detail
2021-10-10,05:00:00,Sunday,iOS,United States,Shopping Cart
2021-10-10,05:00:00,Sunday,Mac,United States,Landing
2021-10-10,05:00:00,Sunday,Mac,Canada,Landing
2021-10-10,05:00:00,Sunday,Mac,Russia,Landing
2021-10-10,05:00:00,Sunday,Windows,United States,Landing
2021-10-10,06:00:00,Sunday,Windows,United States,Landing
2021-10-10,06:00:00,Sunday,Windows,United States,Checkout
2021-10-10,06:00:00,Sunday,Mac,Russia,Landing
2021-10-10,06:00:00,Sunday,Android,United States,Shopping Cart
2021-10-10,06:00:00,Sunday,Android,Canada,Landing
2021-10-10,06:00:00,Sunday,Windows,United States,Detail
2021-10-10,06:00:00,Sunday,Windows,Canada,Detail
2021-10-10,06:00:00,Sunday,Android,United Kingdom,Order completed
2021-10-10,06:00:00,Sunday,Android,United Kingdom,Landing
2021-10-10,06:00:00,Sunday,Android,Australia,Landing
2021-10-10,06:00:00,Sunday,Android,New Zealand,Checkout
